days_trending,publish_hour,publish_month,days_since_publish,view_count,like_count,comment_count,like_rate,comment_rate,engagement_rate,views_per_day,description_length,tag_count,duration_seconds,has_captions,made_for_kids,channel_subscriber_count,channel_video_count,channel_view_count,channel_age_days,title_length,title_word_count,title_has_number,title_has_question,title_has_exclamation,title_all_caps_word,title_has_brackets,title_emoji_count,region_encoded,publish_day_of_week_encoded,definition_encoded,license_encoded,default_language_encoded
1.0,5.0,5.0,1.0,275724.0,17454.0,1826.0,0.063302,0.006623,0.069925,275724.0,190.0,0.0,237.0,0,0,1490000.0,3833.0,640433058.0,7166.0,44.0,7.0,1,0,0,1,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,11.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,103.0,0.0,7265.0,1,0,0.0,0.0,0.0,0.0,17.0,3.0,0,0,0,0,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,4.0,1.0,155161.0,8988.0,496.0,0.057927,0.003197,0.061124,155161.0,966.0,0.0,1122.0,0,0,840000.0,526.0,295220710.0,6407.0,32.0,7.0,0,0,0,0,0,0.0,4.058309037900875,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,4.0,1.0,80232.0,6311.0,206.0,0.078659,0.002568,0.081227,80232.0,677.0,14.0,1940.0,0,0,1950000.0,1389.0,429406626.0,5648.0,46.0,9.0,1,0,1,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,18.0,4.0,1.0,416270.0,13936.0,959.0,0.033478,0.002304,0.035782,416270.0,1213.0,5.0,2159.0,0,0,7430000.0,3135.0,4971687416.0,2820.0,32.0,5.0,0,0,0,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,10.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,23.0,0.0,10865.0,1,0,0.0,0.0,0.0,0.0,30.0,6.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
6.0,16.0,4.0,3.0,2677391.0,137445.0,15047.0,0.051335,0.00562,0.056955,892463.67,1290.0,9.0,521.0,1,0,430000.0,1877.0,398982131.0,6177.0,68.0,9.0,0,0,0,0,0,0.0,4.006849315068493,3.997315436241611,3.985873919460257,3.9208677685950413,4.039855072462944
4.0,16.0,4.0,1.0,352257.0,10074.0,521.0,0.028598,0.001479,0.030077,352257.0,212.0,33.0,2136.0,0,0,5780000.0,660.0,1357926625.0,3988.0,36.0,6.0,0,0,1,1,0,0.0,3.8533834586482403,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
1.0,6.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,72.0,0.0,1925.0,1,0,0.0,0.0,0.0,0.0,9.0,1.0,0,0,1,0,0,0.0,3.127344521224087,3.997315436241611,2.0584096978316078,3.9208677685950413,3.76672
2.0,16.0,4.0,15.0,438689.0,17531.0,400.0,0.039962,0.000912,0.040874,29245.93,2046.0,23.0,222.0,0,0,35900.0,241.0,10259839.0,4003.0,48.0,10.0,0,0,0,1,1,0.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,20.0,4.0,1.0,138833.0,7698.0,824.0,0.055448,0.005935,0.061383,138833.0,672.0,10.0,1214.0,0,0,647000.0,1148.0,431035271.0,5070.0,24.0,4.0,0,1,0,0,0,0.0,4.006849315068493,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,7.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,123.0,0.0,3665.0,1,0,0.0,0.0,0.0,0.0,8.0,2.0,0,0,0,0,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,6486.0,742.0,73.0,0.1144,0.011255,0.125655,6486.0,279.0,0.0,279.0,0,0,12300.0,36.0,3168829.0,2087.0,47.0,10.0,0,0,0,1,1,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,4.039855072462944
1.0,11.0,5.0,1.0,363182.0,3968.0,716.0,0.010926,0.001971,0.012897,363182.0,108.0,8.0,982.0,0,0,4390000.0,1148.0,1660327733.0,1053.0,23.0,4.0,1,0,0,1,0,0.0,4.006849315068493,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,4.0,1.0,81704.0,2199.0,166.0,0.026914,0.002032,0.028946,81704.0,106.0,3.0,103.0,0,0,170000.0,5374.0,41416840.0,4656.0,47.0,8.0,1,0,0,0,0,0.0,4.109259259259259,3.963696369636964,3.985873919460257,3.9208677685950413,4.039855072462944
2.0,13.0,4.0,1.0,552653.0,7422.0,162.0,0.01343,0.000293,0.013723,552653.0,379.0,7.0,551.0,0,0,913000.0,194.0,46352670.0,2758.0,59.0,11.0,1,0,1,0,0,1.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,118629.0,5132.0,307.0,0.043261,0.002588,0.045849,118629.0,540.0,26.0,812.0,0,0,10600000.0,3504.0,7098568020.0,5572.0,38.0,6.0,1,1,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,4.0,1.0,451722.0,44363.0,3876.0,0.098209,0.00858,0.106789,451722.0,872.0,1.0,213.0,0,0,880000.0,145.0,210335039.0,2473.0,64.0,11.0,0,0,0,0,1,0.0,4.109259259259259,3.997315436241611,3.985873919460257,3.9208677685950413,4.015784965387365
1.0,19.0,5.0,1.0,207181.0,18098.0,1448.0,0.087354,0.006989,0.094343,207181.0,416.0,23.0,1521.0,0,0,3660000.0,1968.0,2341966721.0,3484.0,47.0,8.0,0,0,0,0,0,0.0,4.058309037900875,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,5.0,1.0,19039.0,3752.0,804.0,0.197069,0.042229,0.239298,19039.0,1294.0,9.0,2196.0,0,0,10200000.0,2333.0,4817095104.0,7005.0,70.0,13.0,0,0,0,1,0,0.0,3.127344521224087,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,4.0,4.0,1.0,49089.0,2196.0,245.0,0.044735,0.004991,0.049726,49089.0,4801.0,0.0,769.0,1,0,4750000.0,6841.0,2897066756.0,4944.0,63.0,9.0,0,0,1,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
4.0,19.0,4.0,1.0,323408.0,12971.0,769.0,0.040107,0.002378,0.042485,323408.0,48.0,8.0,1258.0,0,0,117000.0,7.0,19915505.0,1339.0,42.0,6.0,0,0,0,0,0,0.0,4.006849315068493,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,4.0,4.0,318284.0,29024.0,2689.0,0.091189,0.008448,0.099637,79571.0,923.0,27.0,306.0,1,0,2610000.0,331.0,602949280.0,5330.0,42.0,7.0,0,0,0,0,1,0.0,4.006849315068493,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
8.0,10.0,4.0,3.0,223843.0,12313.0,746.0,0.055007,0.003333,0.05834,74614.33,825.0,2.0,302.0,0,0,39700.0,476.0,970688797.0,4678.0,7.0,1.0,0,0,0,0,0,0.0,3.8533834586482403,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,5.0,1.0,42098.0,4543.0,1363.0,0.107915,0.032377,0.140292,42098.0,888.0,0.0,1216.0,0,0,4740000.0,2539.0,3426463067.0,1282.0,41.0,7.0,0,0,0,0,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,23.0,4.0,1.0,33493.0,1630.0,205.0,0.048667,0.006121,0.054788,33493.0,241.0,13.0,892.0,0,0,873000.0,231.0,156514966.0,2771.0,51.0,9.0,1,0,0,1,1,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,22.0,4.0,1.0,175536.0,4077.0,89.0,0.023226,0.000507,0.023733,175536.0,686.0,0.0,2296.0,0,0,16800000.0,6907.0,7206911516.0,4400.0,40.0,5.0,0,0,0,1,1,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,14.0,4.0,1.0,1306378.0,17657.0,748.0,0.013516,0.000573,0.014089,1306378.0,1266.0,15.0,147.0,0,0,4460000.0,2691.0,2750388504.0,3903.0,63.0,11.0,1,0,0,0,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,19.0,4.0,1.0,62082.0,2896.0,324.0,0.046648,0.005219,0.051867,62082.0,595.0,12.0,1189.0,0,0,1470000.0,4164.0,1232807566.0,5074.0,50.0,10.0,0,0,0,1,0,0.0,4.058309037900875,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
2.0,19.0,4.0,1.0,270643.0,8666.0,531.0,0.03202,0.001962,0.033982,270643.0,744.0,8.0,1942.0,0,0,3330000.0,1209.0,1159063191.0,3530.0,32.0,6.0,0,0,0,1,0,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
2.0,17.0,4.0,1.0,311867.0,9950.0,1378.0,0.031905,0.004419,0.036323,311867.0,596.0,10.0,3196.0,0,0,4510000.0,7006.0,5201549722.0,2330.0,29.0,6.0,0,0,0,0,0,0.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,22.0,4.0,7.0,471483.0,13212.0,802.0,0.028022,0.001701,0.029723,67354.71,1032.0,0.0,123.0,0,0,1740.0,1.0,418050.0,3000.0,57.0,9.0,0,0,0,0,0,0.0,4.0939393939393875,3.963696369636964,3.985873919460257,3.9208677685950413,4.330966021851879
3.0,18.0,4.0,1.0,219204.0,6440.0,354.0,0.029379,0.001615,0.030994,219204.0,623.0,1.0,9416.0,0,0,1850000.0,597.0,473757787.0,1115.0,66.0,12.0,0,0,0,0,0,0.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,21.0,4.0,1.0,57124.0,7946.0,1005.0,0.139101,0.017593,0.156694,57124.0,1843.0,6.0,303.0,0,0,83200.0,194.0,30280434.0,6056.0,40.0,6.0,0,0,0,0,1,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,20.0,4.0,1.0,317929.0,6522.0,483.0,0.020514,0.001519,0.022033,317929.0,1164.0,17.0,1332.0,0,0,17400000.0,1180.0,8229935158.0,2970.0,42.0,6.0,0,0,0,0,0,0.0,4.058309037900875,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
3.0,5.0,4.0,1.0,105855.0,835.0,63.0,0.007888,0.000595,0.008483,105855.0,733.0,26.0,915.0,0,0,320000.0,277.0,132490265.0,670.0,99.0,17.0,1,0,0,1,0,0.0,4.87037037037037,3.963696369636964,3.985873919460257,3.9208677685950413,4.871733966745843
2.0,20.0,4.0,1.0,322134.0,17752.0,730.0,0.055108,0.002266,0.057374,322134.0,967.0,17.0,1544.0,0,0,968000.0,121.0,177619290.0,2467.0,50.0,9.0,1,0,0,0,0,0.0,3.127344521224087,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
2.0,1.0,5.0,1.0,93557.0,602.0,3.0,0.006435,3.2e-05,0.006467,93557.0,676.0,14.0,322.0,0,0,1970000.0,3101.0,1508025595.0,3498.0,74.0,17.0,0,0,0,0,1,0.0,4.87037037037037,4.034257748776509,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,23.0,4.0,1.0,69119.0,3396.0,130.0,0.049133,0.001881,0.051013,69119.0,779.0,0.0,2337.0,0,0,118000.0,555.0,48230441.0,4048.0,32.0,5.0,0,1,0,0,0,0.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,5.0,1.0,463746.0,13239.0,400.0,0.028548,0.000863,0.02941,463746.0,624.0,1.0,4937.0,0,0,1860000.0,599.0,480685607.0,1120.0,40.0,7.0,0,0,0,0,1,0.0,4.109259259259259,4.034257748776509,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,21.0,4.0,1.0,60960.0,1198.0,2.0,0.019652,3.3e-05,0.019685,60960.0,1591.0,18.0,5.0,0,0,1390000.0,537.0,134534253.0,301.0,83.0,15.0,0,0,0,1,0,0.0,4.109259259259259,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
5.0,3.0,4.0,3.0,11013.0,485.0,0.0,0.044039,0.0,0.044039,3671.0,176.0,3.0,233.0,0,0,12500.0,33.0,4001507.0,1167.0,7.0,2.0,0,0,0,0,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
2.0,17.0,4.0,1.0,117126.0,7503.0,282.0,0.064059,0.002408,0.066467,117126.0,602.0,26.0,708.0,0,0,393000.0,1179.0,431414317.0,5844.0,41.0,10.0,1,0,0,0,0,0.0,4.006849315068493,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,19.0,4.0,1.0,59443.0,479.0,158.0,0.008058,0.002658,0.010716,59443.0,395.0,22.0,4717.0,0,0,503000.0,102.0,93364260.0,2547.0,46.0,9.0,0,0,1,1,1,0.0,4.109259259259259,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
1.0,7.0,5.0,1.0,25957.0,865.0,18.0,0.033324,0.000693,0.034018,25957.0,37.0,0.0,16740.0,0,0,831000.0,1222.0,210430896.0,4057.0,27.0,4.0,0,0,0,0,0,0.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,8.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,105.0,0.0,1865.0,1,0,0.0,0.0,0.0,0.0,20.0,2.0,0,0,0,0,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,13.0,4.0,1.0,63073.0,2079.0,478.0,0.032962,0.007579,0.04054,63073.0,594.0,50.0,823.0,0,0,1010000.0,5143.0,575980986.0,3383.0,48.0,9.0,0,1,0,0,0,0.0,4.109259259259259,3.845890410958904,3.985873919460257,3.9208677685950413,3.76672
1.0,15.0,4.0,1.0,38946.0,1620.0,378.0,0.041596,0.009706,0.051302,38946.0,1268.0,15.0,975.0,0,0,3890000.0,2449.0,1750564332.0,5011.0,62.0,11.0,1,1,1,1,1,0.0,4.109259259259259,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,4.0,4.0,787774.0,44491.0,1999.0,0.056477,0.002538,0.059014,196943.5,937.0,0.0,2836.0,0,0,2260000.0,588.0,1366643128.0,2108.0,45.0,8.0,0,0,0,0,0,0.0,4.006849315068493,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,145752.0,8753.0,867.0,0.060054,0.005948,0.066003,145752.0,971.0,0.0,3708.0,0,0,239000.0,44.0,9957405.0,3063.0,43.0,5.0,0,0,0,0,0,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,14.0,4.0,1.0,390419.0,12116.0,372.0,0.031033,0.000953,0.031986,390419.0,653.0,48.0,1058.0,0,0,1070000.0,1149.0,637235652.0,2627.0,48.0,10.0,0,0,1,1,0,0.0,4.109259259259259,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
5.0,12.0,4.0,8.0,227562.0,5430.0,465.0,0.023862,0.002043,0.025905,28445.25,93.0,0.0,227.0,1,0,11700.0,14.0,2711572.0,744.0,53.0,9.0,0,0,0,1,1,0.0,4.87037037037037,3.8980978260869565,3.985873919460257,3.9208677685950413,4.871733966745843
1.0,5.0,4.0,1.0,548510.0,4362.0,4.0,0.007952,7e-06,0.00796,548510.0,46.0,11.0,6.0,0,0,1550000.0,809.0,203104159.0,4505.0,20.0,3.0,0,0,0,0,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,15.0,4.0,9.0,3604738.0,58283.0,6374.0,0.016168,0.001768,0.017937,400526.44,412.0,41.0,190.0,0,0,2940000.0,34.0,1008968864.0,2180.0,57.0,10.0,0,0,0,0,1,0.0,4.058309037900875,4.034257748776509,3.985873919460257,3.9208677685950413,4.1430769239639575
1.0,10.0,4.0,1.0,112039.0,5145.0,898.0,0.045922,0.008015,0.053937,112039.0,453.0,18.0,832.0,0,0,3550000.0,3119.0,2037807615.0,2998.0,26.0,5.0,0,0,1,1,0,0.0,3.127344521224087,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
4.0,14.0,4.0,1.0,775306.0,16148.0,788.0,0.020828,0.001016,0.021844,775306.0,727.0,17.0,1179.0,0,0,17400000.0,1179.0,8217880126.0,2965.0,35.0,7.0,0,0,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,9.0,5.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,247.0,0.0,3665.0,1,0,0.0,0.0,0.0,0.0,23.0,3.0,0,0,0,0,0,0.0,3.127344521224087,4.034257748776509,3.985873919460257,3.9208677685950413,3.76672
1.0,18.0,4.0,1.0,76249.0,2534.0,313.0,0.033233,0.004105,0.037338,76249.0,621.0,16.0,2190.0,0,0,1070000.0,1965.0,338862610.0,3753.0,48.0,8.0,0,0,0,1,0,0.0,4.058309037900875,3.8346938775510204,3.985873919460257,3.9208677685950413,3.76672
1.0,17.0,4.0,1.0,257499.0,7543.0,412.0,0.029293,0.0016,0.030893,257499.0,256.0,34.0,1291.0,0,0,5780000.0,659.0,1355884677.0,3984.0,41.0,6.0,0,0,0,0,0,0.0,4.058309037900875,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,4.0,1.0,166933.0,2619.0,333.0,0.015689,0.001995,0.017684,166933.0,358.0,12.0,615.0,0,0,1690000.0,816.0,693437134.0,900.0,43.0,8.0,0,0,1,1,0,0.0,4.058309037900875,3.845890410958904,3.985873919460257,3.9208677685950413,3.8413685847589423
1.0,8.0,4.0,1.0,299757.0,7294.0,768.0,0.0,0.0,0.0,0.0,196.0,0.0,3665.0,1,0,0.0,0.0,0.0,0.0,18.0,3.0,0,0,0,0,0,0.0,3.127344521224087,3.997315436241611,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,4.0,1.0,298183.0,3474.0,818.0,0.011651,0.002743,0.014394,298183.0,125.0,8.0,1002.0,0,0,10800000.0,1436.0,3335534494.0,1305.0,38.0,6.0,0,0,1,1,0,0.0,4.109259259259259,3.963696369636964,3.985873919460257,3.9208677685950413,3.8413685847589423
2.0,3.0,4.0,1.0,41259.0,1563.0,10.0,0.037883,0.000242,0.038125,41259.0,1591.0,18.0,6.0,0,0,1390000.0,528.0,134381524.0,300.0,83.0,15.0,0,0,0,1,0,0.0,3.8533834586482403,3.963696369636964,3.985873919460257,3.9208677685950413,3.76672
2.0,13.0,5.0,1.0,35042.0,4203.0,293.0,0.119942,0.008361,0.128303,35042.0,1267.0,0.0,7217.0,0,0,1160000.0,318.0,485861843.0,2082.0,50.0,9.0,0,0,0,1,0,0.0,4.109259259259259,3.8980978260869565,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,4.0,1.0,85086.0,4526.0,358.0,0.053193,0.004208,0.057401,85086.0,1122.0,13.0,1891.0,0,0,171000.0,522.0,34256689.0,2134.0,48.0,8.0,0,0,0,0,0,0.0,4.006849315068493,3.8346938775510204,3.985873919460257,3.9208677685950413,4.045888218838054
1.0,7.0,5.0,1.0,21161.0,484.0,63.0,0.022872,0.002977,0.025849,21161.0,312.0,32.0,6209.0,0,0,10700.0,358.0,10520210.0,3785.0,54.0,10.0,0,0,0,1,0,0.0,4.006849315068493,3.8980978260869565,3.985873919460257,5.0928622136540405,3.8413685847589423
1.0,20.0,4.0,1.0,69877.0,2414.0,108.0,0.034546,0.001546,0.036092,69877.0,496.0,0.0,1939.0,0,0,841000.0,2585.0,508943557.0,2650.0,80.0,16.0,0,0,0,1,1,0.0,4.058309037900875,3.9951298701298703,3.985873919460257,3.9208677685950413,3.76672
1.0,16.0,5.0,1.0,589221.0,8059.0,32.0,0.013677,5.4e-05,0.013732,589221.0,654.0,23.0,21414.0,0,0,2200000.0,2294.0,714410173.0,3041.0,100.0,20.0,0,0,0,1,1,0.0,4.87037037037037,3.8346938775510204,3.985873919460257,3.9208677685950413,4.871733966745843
